Idea reference,Idea name,Idea categories,Idea assigned to,Idea status,Idea created date,Idea votes,Idea tags,Idea description,Created by email domain,Idea portal comments,Idea voter email domains
DFE-I-1631,Future Orders Expiration Date Controls need to be end user managed,Registration,Default (Unassigned),Needs Review,2024-04-25 19:58:36,7,,We need the ability to control the expiration time period on future orders at the global level rather than the hard coded 12 months currently in place. Reference Sit# 9991350,wfph.org,,"pch-health.com,iberiamedicalcenter.com,lgh-jena.org,westholtmed.org,wfph.org,pchsgrant.com,yahoo.com"
DFE-I-1632,Make Duration for Antimicrobial Therapy a Requirement at Order Entry,Medication Management,Default (Unassigned),Needs Review,2024-04-26 18:34:02,13,,"Duration of therapy needs to be a requirement at order entry. Whoever is entering the order should be required to put in a stop day and time indicating how long the patient is to receive the antimicrobial. Not only is this necessary to optimize therapy and patient safety, this is a condition of antimicrobial stewardship participation.",doctorsmemorial.com,"Nikki Csiki Apr 29, 2024
We have been screaming for this for YEARS to no avail. Duration is indeed a requirement for antimicrobial orders and should be made available post haste.

Bonnie Jean Ellison Apr 29, 2024
I was told that if there is some sort of statutory/regulatory requirement, CPSI has to oblige and make it happen (without charging us for the update). I just haven't found the a statute/regulatory requirement that I can provide them with, yet.... Because participation in ABS is technically not a requirement since your facility can opt to not participate I guess.

Nikki Csiki May 1, 2024
Hi Bonnie, I appreciate your comment! You are correct that there is not a direct regulatory dictate that declares duration to be required. Duration, however, is a de facto requirement for antimicrobial stewardship participation as you noted. It is also evidence-based best practice, with large volumes of literature supporting the critical nature of appropriate duration of antimicrobial therapy. Additionally, now that AUR is tied to Promoting Interoperability (ability to participate in Medicare and Medicaid programs, i. e. huge potential financial loss for non-compliance) the requirement is more direct. Some NHSN AUR key metrics are dependent on the all-important duration, such as calculation of defined daily doses (DDD) and standardized antimicrobial administration ratio (SAAR).

I would say to TruBridge, please do better. The data exists to support enablement of required duration functionality for antimicrobial orders. So much of the infrastructure already exists (discrete field, already-classified antimicrobial items, similar functionality elsewhere in pharmacy item set up); I cannot believe it would be an extraordinary expense or effort to bring this functionality to fruition.

The links below are only a tiny fraction of the available literature/professional organization recommendations for duration of antimicrobial therapy. TruBridge, I would be happy to answer any questions you have, as would my pharmacy director.

https://www.cdc.gov/antibiotic-use/core-elements/hospital.html#anchor_29561

https://www.cdc.gov/nhsn/index.html

https://www.cdc.gov/nhsn/pdfs/ps-analysis-resources/aur/au-saar-guide-508.pdf

https://www.clinicaltherapeutics.com/article/S0149-2918(21)00381-7/fulltext

https://www.ahrq.gov/antibiotic-use/acute-care/four-moments/index.html

Bonnie Jean Ellison May 14, 2024
Cant love this enough!! Thank you for this amazing response!","rch-lyons.com,doctorsmemorial.com,trubridge.com,lgh-jena.org,clayhosp.org,gibsonhospital.org,upmc.edu,yahoo.com,kingmanhc.com,monroesurgical.com,wcmhosp.org,cmhcare.com"
DFE-I-1633,Lab specimen defaults,Ancillary,Default (Unassigned),Needs Review,2024-04-30 18:54:12,4,,About 95% of our labs are released future orders or placed by our providers. Our lab personnel very seldom have to enter a lab order in the lab order entry in system menu. Lab reportables must have specimen information attached and the specimen defaults only work for lab entered labs which is useless in our case and causes our lab staff to spend extra time entering all this information. Can the defaults be more based on item number or have a default list that we can select from when not entered in the ancillary order entry???,spartahospital.com,,"olneyhh.com,pchsgrant.com,yahoo.com,spartahospital.com"
DFE-I-1634,Preferred Name Field Creation,Demographics Panel,Default (Unassigned),Needs Review,2024-04-30 19:59:01,14,,Providers would like to have a consistent way of knowing what a clients preferred name is. Can this be added to the demographics entry pages and display on the demographics bar?,trhospital.net,,"tcmh.org,prestonmemorial.org,trhospital.net,cozadhealthcare.com,lgh-jena.org,dchbenkelman.com,yahoo.com,nrmchealth.com,rvmc.org,wcmhosp.org,cmhcare.com,alhnet.org"
DFE-I-1635,If you enter an adverse reaction on a prescription it automatically takes you to an allergy entry with the information included. ,Medication Management,Default (Unassigned),Needs Review,2024-04-30 20:16:58,5,,This would eliminate the need to double document and ensure that the information gets captured.,trhospital.net,,"tcmh.org,trhospital.net,lgh-jena.org,yahoo.com,cmhcare.com"
DFE-I-1636,Note filter for Upcoming scheduled appointments ,TruBridge EHR - Clinical,Default (Unassigned),Needs Review,2024-04-30 21:24:58,6,,Would like to have a note filter to pull future scheduled appointments into a note.,nrmchealth.com,,"tcmh.org,chmcok.com,lgh-jena.org,yahoo.com,nrmchealth.com"
DFE-I-1637,TruLearn recordings (briefing and release event) time stamps,TruLearn,Default (Unassigned),Shipped,2024-04-30 21:58:50,2,,"We need time stamps related to topics attached to the video descriptions. For example, Code Status (2:32), Isolation (3:08), etc.",gh-health.org,"Shelia Jennings Jun 20, 2024
Timestamps are now available within the courses for the Briefing and Release Event recordings. These may not be added immediately after the recording is posted on TruLearn, but our admins are working to have those added as soon as the information is available to them.

Teddy Busby Jun 24, 2024
Thank you.","gh-health.org,yahoo.com"
DFE-I-1638,More reports converted to Report Dashboard,AR | Revenue Cycle,Default (Unassigned),Needs Review,2024-04-30 23:58:07,8,,"Feedback from Advance Reporting presentation during National Client Conference. Clients would like the ability to run more reports on the Dashboard. Example reports are the Inventory Cost Report, the Cash Flow Analysis and Revenue by Financial Class report. They need to be able to get more data into Excel for auditors and internal reporting, as well as to take advantage of the Advanced options like Filtering, Sorting, Column Maintenance and Scheduling.",trubridge.com,"Teddy Busby May 7, 2024
Every generatable report needs a CSV option. I've just closed 2 sits where CSV was desired but not an option.","rch-lyons.com,trubridge.com,gh-health.org,cahny.org,yahoo.com,evident.com,wcmhosp.org,alhnet.org"
DFE-I-1639,Adding fax number to referrals,Documentation,Default (Unassigned),Needs Review,2024-05-01 15:05:50,7,,When creating a referral there is no field for us to enter a fax number. So we are currently entering this in the comments or some are putting it in the second line of the address. This doesn't provide for consistency within the facility.,dchbenkelman.com,"Amanda Caffey Aug 26, 2024
I agree. There is no easy way to send out a referral. We need an option to fax : the order, facesheet, and any notes or results.","aslh.org,dchbenkelman.com,bayoubendhealth.org,yahoo.com,nrmchealth.com,okmh.org,rvmc.org"
DFE-I-1640,Vital section to HIM screens,HIM,Default (Unassigned),Product Owner Review,2024-05-01 16:40:44,4,,our billers would like to be able to have the vital application so when they are trying to code they can see a trending scale of weight,tcmh.org,,"tcmh.org,lgh-jena.org,att.net"
DFE-I-1642,Note auto save bar,Notes,Default (Unassigned),Support Review,2024-05-01 16:45:04,6,,when a physician is typing a note and it gets to the bottom of the screen the blue auto save bar is in the way and you can only see small portion ofwhat they are typing,tcmh.org,"Chason Hicks Jul 23, 2024
Thanks @guest We are looking into this currently.","tcmh.org,prestonmemorial.org,mangoldmemorial.org,lgh-jena.org"
